Compound,Compound ID,Adducts,Formula,Score,Mass Error (ppm),Isotope Similarity,Theoretical Isotope Distribution,Description,m/z,Charge,Retention time (min),Anova (p),q Value,Max Fold Change,,Endogenous and blood,
10.20_241.1432m/z,HMDB0015557,M+H,C16H20N2,27.6,-111.2687523,93.86920812,100 - 18.3 - 1.57,Pheniramine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028690,M+K,C9H18N2O3,24.8,238.9627606,97.4918981,100 - 10.8 - 1.14,Alanyl-Isoleucine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028691,M+K,C9H18N2O3,24.8,238.9627606,97.4918981,100 - 10.8 - 1.14,Alanyl-Leucine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028900,M+K,C9H18N2O3,24.8,238.9627606,97.4918981,100 - 10.8 - 1.14,Isoleucyl-Alanine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028916,M+Na,C9H18N2O4,27.6,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Isoleucyl-Serine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028922,M+K,C9H18N2O3,24.8,238.9627606,97.4918981,100 - 10.8 - 1.14,Leucyl-Alanine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0028938,M+Na,C9H18N2O4,27.6,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Leucyl-Serine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029042,M+Na,C9H18N2O4,27.5,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Serinyl-Isoleucine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029043,M+Na,C9H18N2O4,27.5,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Serinyl-Leucine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029074,M+Na,C9H18N2O4,27.3,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Threoninyl-Valine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029137,M+Na,C9H18N2O4,27.3,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Valyl-Threonine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029636,2M+H,C8H8O,29,87.02620786,96.23685368,100 - 8.78 - 0.544,2-Methylbenzaldehyde,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029637,2M+H,C8H8O,29,87.02620786,96.23685368,100 - 8.78 - 0.544,3-Methylbenzaldehyde,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029638,2M+H,C8H8O,29,87.02620786,96.23685368,100 - 8.78 - 0.544,4-Methylbenzaldehyde,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029828,M+NH4,C13H21NO2,26.2,-214.4316045,96.75261618,100 - 14.7 - 1.42 - 0.103,Dihydrodioscorine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0029875,M+NH4,C13H21NO2,26.1,-214.4316045,96.75261618,100 - 14.7 - 1.42 - 0.103,Tigloidine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030254,M+H,C12H16O5,26.5,150.5725777,97.5056144,100 - 13.4 - 1.85 - 0.168,"3-(3,4,5-Trimethoxyphenyl)propanoic acid",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030268,M+NH4,C13H21NO2,26.1,-214.4316045,96.75261618,100 - 14.7 - 1.42 - 0.103,Dumetorine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030420,M+H-H2O,C16H18O3,28.8,80.95399774,93.83196824,100 - 17.6 - 2.08 - 0.184,Strobilurin A,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030431,M+H-H2O,C17H22O2,31.7,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Linalyl benzoate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030572,M+K,C14H18O,27.4,219.0567704,96.39870816,100 - 15.4 - 1.31,(±)-Anisoxide,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030672,M+H,C16H16O2,28.6,87.02620786,94.07885926,100 - 17.6 - 1.86 - 0.147,Obtustyrene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030722,M+H,C16H16O2,28.6,87.02620786,94.07885926,100 - 17.6 - 1.86 - 0.147,"(E)-3,5-Dimethoxystilbene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030759,M+Na,C14H18O2,32.4,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,(R)-Pterosin B,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030838,M+K,C14H18O,27,219.0567704,96.39870816,100 - 15.4 - 1.31,Feniculin,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0030881,M+H,C16H16O2,29,87.02620786,94.07885926,100 - 17.6 - 1.86 - 0.147,"1-Acetoxy-4,6-tetradecadiene-8,10,12-triyne",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0031313,M+K,C14H18O,27,219.0567704,96.39870816,100 - 15.4 - 1.31,2-Pentyl-3-phenyl-2-propenal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0031805,M+NH4,C7H14NO5P,24.5,217.0607233,95.13843401,100 - 8.29 - 1.33,(E)-Monocrotophos,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032153,M+K,C12H26O2,30.7,-65.46047527,98.17212994,100 - 13.4 - 1.23,Acetaldehyde diisoamyl acetal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032227,M+Na,C14H18O2,28,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,Dimethylbenzyl carbinyl crotonate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032369,M+H,C14H24O3,26.1,-152.4677839,95.80393988,100 - 15.5 - 1.74 - 0.146,L-Menthyl acetoacetate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032373,2M+H,C5H12OS,29.7,58.94527519,90.42009322,100 - 6.38 - 4.9 - 0.268,3-Mercapto-2-methyl-1-butanol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032443,M+K,C11H22O3,28.6,114.514227,98.65403616,100 - 12.3 - 1.3,3-Hydroxynonyl acetate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0032527,M+H-H2O,C12H18O6,26.9,140.0658352,97.2498813,100 - 13.4 - 2.06 - 0.196,"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0033478,M+H-H2O,C17H22O2,31.7,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Geranyl benzoate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0033675,M+Na,C9H18N2O4,27.4,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,L-Lysopine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0033910,2M+H,C8H8O,29,87.02620786,96.23685368,100 - 8.78 - 0.544,Acetophenone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0034029,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,Isopropylbenzene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0034498,M+Na,C16H26,25.6,-226.7105717,94.48337691,100 - 17.6 - 1.46,"(3E,7E)-4,8,12-Trimethyl-1,3,7,11-tridecatetraene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035009,M+H,C16H16O2,28.6,87.02620786,94.07885926,100 - 17.6 - 1.86 - 0.147,Phenethyl phenylacetate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035081,M+Na,C15H22O,33.7,-59.97019005,95.33535832,100 - 16.5 - 1.48,"(5alpha,10alpha)-3,7(11)-Eudesmadien-2-one",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035082,M+Na,C15H22O,33.9,-59.97019005,95.33535832,100 - 16.5 - 1.48,"(5beta,7beta,10beta)-3,11-Eudesmadien-2-one",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035643,M+Na,C15H22O,32.8,-59.97019005,95.33535832,100 - 16.5 - 1.48,beta-Sinensal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035646,2M+H,C4H8O2S,21.6,362.1138226,89.41369124,100 - 5.3 - 5.04 - 0.226,Methyl 2-(methylthio)acetate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035657,M+Na,C15H22O,34,-59.97019005,95.33535832,100 - 16.5 - 1.48,Solavetivone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035707,M+K,C15H22,34.5,39.04444387,95.53766863,100 - 16.5 - 1.27,"(6alpha,7alpha,10alpha)-1(5),3-Aromadendradiene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035747,M+Na,C15H22O,33.1,-59.97019005,95.33535832,100 - 16.5 - 1.48,Patchoulenone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035786,M+Na,C15H22O,34.2,-59.97019005,95.33535832,100 - 16.5 - 1.48,Valerenal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0035835,M+Na,C15H22O,32.3,-59.97019005,95.33535832,100 - 16.5 - 1.48,Furanoeremophilane,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036071,M+Na,C15H22O,33.9,-59.97019005,95.33535832,100 - 16.5 - 1.48,Dendrolasin,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036109,M+Na,C15H22O,31.5,-59.97019005,95.33535832,100 - 16.5 - 1.48,"1,3,5-Bisabolatrien-10-one",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036149,2M+H,C5H12OS,29.7,58.94527519,90.42009322,100 - 6.38 - 4.9 - 0.268,3-Mercapto-3-methyl-1-butanol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036201,M+Na,C15H22O,34.2,-59.97019005,95.33535832,100 - 16.5 - 1.48,"(E)-10,11-Dihydro-alpha-atlantone",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036416,M+K,C15H22,34.1,39.04444387,95.53766863,100 - 16.5 - 1.27,beta-Spathulene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036443,M+Na,C15H22O,33.6,-59.97019005,95.33535832,100 - 16.5 - 1.48,Rotundone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036667,M+Na,C15H22O,34.6,-59.97019005,95.33535832,100 - 16.5 - 1.48,Zerumbone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036718,M+Na,C15H22O,31.5,-59.97019005,95.33535832,100 - 16.5 - 1.48,beta-Santalal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036733,M+Na,C15H22O,32,-59.97019005,95.33535832,100 - 16.5 - 1.48,Vulgarone A,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036796,M+K,C15H22,34.2,39.04444387,95.53766863,100 - 16.5 - 1.27,"(1alpha,6alpha,7alphaH)-2,4(15)-Copadiene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036797,M+Na,C15H22O,32,-59.97019005,95.33535832,100 - 16.5 - 1.48,Mustakone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0036813,M+Na,C15H22O,31.5,-59.97019005,95.33535832,100 - 16.5 - 1.48,alpha-Santalal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037000,M+Na,C15H22O,34.1,-59.97019005,95.33535832,100 - 16.5 - 1.48,alpha-Turmerone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037061,M+Na,C15H22O,35.6,-59.97019005,95.33535832,100 - 16.5 - 1.48,"(+)-4,11-Eudesmadien-3-one",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037068,M+Na,C15H22O,34.1,-59.97019005,95.33535832,100 - 16.5 - 1.48,Curlone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037134,2M+H,C7H8N2,37.7,-6.539918226,96.09196284,100 - 8.39 - 0.31,(1-Methylethenyl)pyrazine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037282,2M+H,C7H8N2,38.9,-6.539918226,96.09196284,100 - 8.39 - 0.31,2-Methyl-5-vinylpyrazine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037310,M+K,C12H26O2,30.7,-65.46047527,98.17212994,100 - 13.4 - 1.23,"1,1-Dimethoxydecane",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037645,M+H-H2O,C17H22O2,30.1,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Falcarinolone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037646,M+H-H2O,C17H22O2,30.1,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Ginsenoyne E,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037704,M+Na,C14H18O2,28,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,Isoamyl cinnamate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037738,M+Na,C14H18O2,28.4,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,2-(3-Hydroxy-4-methylphenyl)-5-methyl-4-hexen-3-one,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0037740,M+Na,C16H26,25.6,-226.7105717,94.48337691,100 - 17.6 - 1.46,"1,2-Dimethyl-4-(6-methyl-4-heptenyl)-1,3-cyclohexadiene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038125,M+K,C15H22,34.6,39.04444387,95.53766863,100 - 16.5 - 1.27,"1,4,9-Cadinatriene",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038164,M+Na,C15H22O,32,-59.97019005,95.33535832,100 - 16.5 - 1.48,Vulgarone B,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038187,M+Na,C15H22O,34.2,-59.97019005,95.33535832,100 - 16.5 - 1.48,beta-Atlantone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038195,M+Na,C15H22O,35.5,-59.97019005,95.33535832,100 - 16.5 - 1.48,Xanthorrhizol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038200,M+Na,C15H22O,36,-59.97019005,95.33535832,100 - 16.5 - 1.48,Calamusenone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038201,M+Na,C15H22O,36,-59.97019005,95.33535832,100 - 16.5 - 1.48,"4,7(11)-Guaiadien-8-one",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038215,M+Na,C15H22O,32.9,-59.97019005,95.33535832,100 - 16.5 - 1.48,alpha-Sinensal,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038281,M+Na,C14H18O2,28.1,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,cis-3-Hexenyl phenylacetate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038511,M+Na,C15H22O,35.3,-59.97019005,95.33535832,100 - 16.5 - 1.48,Bisacumol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038614,M+H-H2O,C11H18N2O5,28.8,96.53997497,97.82110591,100 - 13 - 1.81 - 0.162,gamma-L-Glutamyl-L-pipecolic acid,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038627,M+H,C12H16O5,26.5,150.5725777,97.5056144,100 - 13.4 - 1.85 - 0.168,"Ethyl 3,4,5-trimethoxybenzoate",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038676,M+H-H2O,C11H18N2O5,28.7,96.53997497,97.82110591,100 - 13 - 1.81 - 0.162,"(2S,2'S)-Pyrosaccharopine",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038945,M+Na,C11H22O2S,28.3,91.36977919,94.23604901,100 - 13 - 5.71 - 0.634,(S)-3-Mercaptohexyl pentanoate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038946,M+Na,C11H22O2S,28.3,91.36977919,94.23604901,100 - 13 - 5.71 - 0.634,(S)-3-Methylthiohexyl butyrate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0038997,2M+H,C8H8O,29,87.02620786,96.23685368,100 - 8.78 - 0.544,Lentialexin,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039107,M+H-H2O,C17H22O2,34.4,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Ginsenoyne A,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039151,M+H-H2O,C17H22O2,35.1,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Flavidulol B,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039152,M+H-H2O,C17H22O2,35.2,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,Flavidulol A,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039160,M+H,C11H20N4O2,35.5,-94.52022348,97.86815537,100 - 13.7 - 1.28,L-Gizzerosine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039274,M+K,C14H18O,27,219.0567704,96.39870816,100 - 15.4 - 1.31,Dictagymnin,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039356,M+K,C14H18O,28.3,219.0567704,96.39870816,100 - 15.4 - 1.31,Panaquinquecol 5,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039637,M+Na,C15H22O,36,-59.97019005,95.33535832,100 - 16.5 - 1.48,beta-Elemenone,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039737,M+H-H2O,C17H22O2,32.8,-59.99802889,93.00932303,100 - 18.7 - 2.06 - 0.168,"(all-E)-1,8,10-Heptadecatriene-4,6-diyne-3,12-diol",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039781,2M+H,C5H12OS,29.7,58.94527519,90.42009322,100 - 6.38 - 4.9 - 0.268,xi-2-Mercapto-3-methyl-1-butanol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0039989,2M+H,C7H8N2,37.7,-6.539918226,96.09196284,100 - 8.39 - 0.31,2-Methyl-3-vinylpyrazine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0040124,2M+H,C7H8N2,37.7,-6.539918226,96.09196284,100 - 8.39 - 0.31,1-Propenylpyrazine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0040219,M+Na,C12H26O3,27.1,-156.8044862,97.86284413,100 - 13.4 - 1.44 - 0.113,"8,8-Dimethoxy-2,6-dimethyl-2-octanol",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0040429,M+H-H2O,C14H26O4,27.8,-141.8318085,95.55238206,100 - 15.6 - 1.96 - 0.179,Diethyl decanedioate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0040458,2M+H,C9H12,26.3,-215.9756523,97.29513256,100 - 9.87 - 0.435,"1,2,4-Tris(methylene)cyclohexane",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0040686,M+Na,C15H22O,35.6,-59.97019005,95.33535832,100 - 16.5 - 1.48,Isohumbertiol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0041313,M+Na,C9H18N2O4,27.7,125.270061,97.25672883,100 - 10.8 - 1.35 - 0.104,Pantothenamide,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0041318,M+Na,C14H18O2,28,106.8258182,96.10074061,100 - 15.4 - 1.52 - 0.112,Cinnamyl isovalerate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0041476,2M+H,C5H12OS,29.7,58.94527519,90.42009322,100 - 6.38 - 4.9 - 0.268,4-(Methylthio)-2-butanol,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0041756,M+H,C12H16O5,26.5,150.5725777,97.5056144,100 - 13.4 - 1.85 - 0.168,"Isopropyl 3-(3,4-dihydroxyphenyl)-2-hydroxypropanoate",241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0041924,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,Mesitylene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059676,M+K,C15H22,34.1,39.04444387,95.53766863,100 - 16.5 - 1.27,beta-Vatirenene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059819,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,o-Ethyltoluene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059848,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,m-Ethyl_toluene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059857,M+K,C15H22,34.1,39.04444387,95.53766863,100 - 16.5 - 1.27,beta-Vetivenene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059877,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,Propylbenzene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059878,M+K,C15H22,33.6,39.04444387,95.53766863,100 - 16.5 - 1.27,alpha-Curcumene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059901,2M+H,C9H12,25.1,-215.9756523,97.29513256,100 - 9.87 - 0.435,Hemimellitene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059910,M+K,C15H22,34.2,39.04444387,95.53766863,100 - 16.5 - 1.27,(E)-Calamene,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059946,M+H-H2O,C14H26O4,27.7,-141.8318085,95.55238206,100 - 15.6 - 1.96 - 0.179,2-Hydroxypropyl 2-isopropyl-5-methylcyclohexyl carbonate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0059947,M+H-H2O,C14H26O4,27.7,-141.8318085,95.55238206,100 - 15.6 - 1.96 - 0.179,1-Hydroxypropan-2-yl 2-isopropyl-5-methylcyclohexyl carbonate,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0060549,M+NH4,C12H14ClNO,22,147.8649584,74.35851491,100 - 13.5 - 33 - 4.39 - 0.339,Norketamine,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0060625,M+Na,C13H18N2O,31.3,55.32452765,96.73009149,100 - 15 - 1.26,N-despropyl ropinirole,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0061112,M+H,C12H16O5,26.6,150.5725777,97.5056144,100 - 13.4 - 1.85 - 0.168,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
10.20_241.1432m/z,HMDB0061654,M+K,C11H22O3,28.1,114.514227,98.65403616,100 - 12.3 - 1.3,3-hydroxyundecanoic acid,241.1432025,1,10.19596667,0.40018873,0.26965263,1.037028328,,,
